week_date,date_format,segment,day_number,month_number,year_number,age_band,demographic,transactions,sales,region,avg_transaction,platform,week_day,week_number
2/7/18,2018-07-02,F2,2,7,18,"Middle Aged",Families,348,61291,OCEANIA,176,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,5008,907660,OCEANIA,181,Shopify,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,21262,1191148,CANADA,56,Retail,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,27701,1359459,AFRICA,49,Retail,Monday,26
2/7/18,2018-07-02,C1,2,7,18,"Young Adults",Couples,152631,6128351,AFRICA,40,Retail,Monday,26
2/7/18,2018-07-02,C4,2,7,18,Retirees,Couples,170,29076,ASIA,171,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,376315,15129284,"SOUTH AMERICA",40,Retail,Monday,26
2/7/18,2018-07-02,F2,2,7,18,"Middle Aged",Families,190,32708,ASIA,172,Shopify,Monday,26
2/7/18,2018-07-02,C3,2,7,18,Retirees,Couples,990,49236,"SOUTH AMERICA",50,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,31869,1642965,USA,52,Retail,Monday,26
2/7/18,2018-07-02,C4,2,7,18,Retirees,Couples,21,3758,USA,179,Shopify,Monday,26
2/7/18,2018-07-02,C3,2,7,18,Retirees,Couples,107425,3413981,ASIA,32,Retail,Monday,26
2/7/18,2018-07-02,F2,2,7,18,"Middle Aged",Families,16179,617176,CANADA,38,Retail,Monday,26
2/7/18,2018-07-02,F2,2,7,18,"Middle Aged",Families,24,4570,"SOUTH AMERICA",190,Shopify,Monday,26
2/7/18,2018-07-02,C1,2,7,18,"Young Adults",Couples,49,7681,CANADA,157,Shopify,Monday,26
2/7/18,2018-07-02,C3,2,7,18,Retirees,Couples,2477,497846,OCEANIA,201,Shopify,Monday,26
2/7/18,2018-07-02,C3,2,7,18,Retirees,Couples,79875,4669146,USA,58,Retail,Monday,26
2/7/18,2018-07-02,C4,2,7,18,Retirees,Couples,4584,263286,EUROPE,57,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,2699,104972,EUROPE,39,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,86746,3992057,AFRICA,46,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,2631,508396,OCEANIA,193,Shopify,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,28597,968454,ASIA,34,Retail,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,699,120046,CANADA,172,Shopify,Monday,26
2/7/18,2018-07-02,C1,2,7,18,"Young Adults",Couples,199641,7685867,OCEANIA,39,Retail,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,1904231,47672971,ASIA,25,Retail,Monday,26
2/7/18,2018-07-02,F3,2,7,18,Retirees,Families,61543,2403843,AFRICA,39,Retail,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,22860,873396,AFRICA,38,Retail,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,1176,212819,ASIA,181,Shopify,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,914,38691,EUROPE,42,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,93840,3760995,ASIA,40,Retail,Monday,26
2/7/18,2018-07-02,C4,2,7,18,Retirees,Couples,29,4419,ASIA,152,Shopify,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,56,9077,CANADA,162,Shopify,Monday,26
2/7/18,2018-07-02,F2,2,7,18,"Middle Aged",Families,25101,1050236,USA,42,Retail,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,501,27245,"SOUTH AMERICA",54,Retail,Monday,26
2/7/18,2018-07-02,C4,2,7,18,Retirees,Couples,197,7492,"SOUTH AMERICA",38,Retail,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,57,10131,CANADA,178,Shopify,Monday,26
2/7/18,2018-07-02,C1,2,7,18,"Young Adults",Couples,136827,3384911,OCEANIA,25,Retail,Monday,26
2/7/18,2018-07-02,C1,2,7,18,"Young Adults",Couples,9,1302,EUROPE,145,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,367,71943,OCEANIA,196,Shopify,Monday,26
2/7/18,2018-07-02,C3,2,7,18,Retirees,Couples,25513,925549,CANADA,36,Retail,Monday,26
2/7/18,2018-07-02,C4,2,7,18,Retirees,Couples,114107,6014139,OCEANIA,53,Retail,Monday,26
2/7/18,2018-07-02,C3,2,7,18,Retirees,Couples,53,10597,"SOUTH AMERICA",200,Shopify,Monday,26
2/7/18,2018-07-02,C4,2,7,18,Retirees,Couples,10,3922,EUROPE,392,Shopify,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,32768,2012819,USA,61,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,107,28954,EUROPE,271,Shopify,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,120118,5008521,OCEANIA,42,Retail,Monday,26
2/7/18,2018-07-02,C4,2,7,18,Retirees,Couples,62,9293,OCEANIA,150,Shopify,Monday,26
2/7/18,2018-07-02,F3,2,7,18,Retirees,Families,2095,435727,OCEANIA,208,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,173,30940,ASIA,179,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,88,16227,USA,184,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,1644933,47410247,AFRICA,29,Retail,Monday,26
2/7/18,2018-07-02,F2,2,7,18,"Middle Aged",Families,1359,289279,USA,213,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,36261,1610525,OCEANIA,44,Retail,Monday,26
2/7/18,2018-07-02,F3,2,7,18,Retirees,Families,1450,316366,AFRICA,218,Shopify,Monday,26
2/7/18,2018-07-02,F3,2,7,18,Retirees,Families,312167,16615371,ASIA,53,Retail,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,37641,1331199,OCEANIA,35,Retail,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,6,894,EUROPE,149,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,15,3916,EUROPE,261,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,209,42732,AFRICA,204,Shopify,Monday,26
2/7/18,2018-07-02,F2,2,7,18,"Middle Aged",Families,65282,2239658,ASIA,34,Retail,Monday,26
2/7/18,2018-07-02,C1,2,7,18,"Young Adults",Couples,13659,644857,EUROPE,47,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,50041,1643822,AFRICA,33,Retail,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,2377138,62124771,OCEANIA,26,Retail,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,161,35453,EUROPE,220,Shopify,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,219,7935,"SOUTH AMERICA",36,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,28,4895,"SOUTH AMERICA",175,Shopify,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,2577,509700,OCEANIA,198,Shopify,Monday,26
2/7/18,2018-07-02,F3,2,7,18,Retirees,Families,1014,204574,ASIA,202,Shopify,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,12698,409548,CANADA,32,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,82,17450,"SOUTH AMERICA",213,Shopify,Monday,26
2/7/18,2018-07-02,C3,2,7,18,Retirees,Couples,190358,8920939,ASIA,47,Retail,Monday,26
2/7/18,2018-07-02,C1,2,7,18,"Young Adults",Couples,551,98577,USA,179,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,465,15830,"SOUTH AMERICA",34,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,86570,2514058,OCEANIA,29,Retail,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,10613,443661,USA,42,Retail,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,3,563,EUROPE,188,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,2515,456939,AFRICA,182,Shopify,Monday,26
2/7/18,2018-07-02,F2,2,7,18,"Middle Aged",Families,61,10334,CANADA,169,Shopify,Monday,26
2/7/18,2018-07-02,C3,2,7,18,Retirees,Couples,882,183867,USA,208,Shopify,Monday,26
2/7/18,2018-07-02,C2,2,7,18,"Middle Aged",Couples,1185,214183,ASIA,181,Shopify,Monday,26
2/7/18,2018-07-02,F3,2,7,18,Retirees,Families,26,4260,CANADA,164,Shopify,Monday,26
2/7/18,2018-07-02,F3,2,7,18,Retirees,Families,87,24309,EUROPE,279,Shopify,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,7107,267940,CANADA,38,Retail,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,927,182416,USA,197,Shopify,Monday,26
2/7/18,2018-07-02,F3,2,7,18,Retirees,Families,71,10758,ASIA,152,Shopify,Monday,26
2/7/18,2018-07-02,F2,2,7,18,"Middle Aged",Families,1686,326471,ASIA,194,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,9256,485057,USA,52,Retail,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,78425,3927517,ASIA,50,Retail,Monday,26
2/7/18,2018-07-02,F2,2,7,18,"Middle Aged",Families,63312,2498131,AFRICA,39,Retail,Monday,26
2/7/18,2018-07-02,F1,2,7,18,"Young Adults",Families,1619,306634,AFRICA,189,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,170,27395,ASIA,161,Shopify,Monday,26
2/7/18,2018-07-02,null,2,7,18,Unknown,Unknown,571425,17675530,USA,31,Retail,Monday,26
2/7/18,2018-07-02,F3,2,7,18,Retirees,Families,1829,82263,EUROPE,45,Retail,Monday,26
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,83726,4784320,AFRICA,57,Retail,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,33483,980247,USA,29,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,16156,610184,USA,38,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,62,9058,OCEANIA,146,Shopify,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,107161,2430726,ASIA,23,Retail,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,30,4494,CANADA,150,Shopify,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,6379,411615,EUROPE,65,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,42083,1498072,AFRICA,36,Retail,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,999,42924,EUROPE,43,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,87,14335,USA,165,Shopify,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,86541,3053553,OCEANIA,35,Retail,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,138541,3402800,OCEANIA,25,Retail,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,1978,98731,EUROPE,50,Retail,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,9,1539,EUROPE,171,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,231,41931,AFRICA,182,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,36,5977,AFRICA,166,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,55686,2303157,AFRICA,41,Retail,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,139692,4781297,ASIA,34,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,152,26129,ASIA,172,Shopify,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,47,9957,"SOUTH AMERICA",212,Shopify,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,59,13031,"SOUTH AMERICA",221,Shopify,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,25,4080,"SOUTH AMERICA",163,Shopify,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,61524,2306973,AFRICA,38,Retail,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,13000,413182,CANADA,32,Retail,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,86,17831,"SOUTH AMERICA",207,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,66,12307,ASIA,186,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,125,20453,OCEANIA,164,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,374,77985,CANADA,209,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,435691,24996545,OCEANIA,57,Retail,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,211,33563,AFRICA,159,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,151,23649,ASIA,157,Shopify,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,325,55407,CANADA,170,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,2,307,"SOUTH AMERICA",154,Shopify,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,85729,2234500,AFRICA,26,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,149,27885,ASIA,187,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,24,3347,ASIA,139,Shopify,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,165311,8297875,ASIA,50,Retail,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,4,793,"SOUTH AMERICA",198,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,683,120340,CANADA,176,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,50,8577,USA,172,Shopify,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,143,33831,EUROPE,237,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,174,7356,"SOUTH AMERICA",42,Retail,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,1626,289806,OCEANIA,178,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,1833,62243,"SOUTH AMERICA",34,Retail,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,50130,1626236,AFRICA,32,Retail,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,961,163954,AFRICA,171,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,415,75114,OCEANIA,181,Shopify,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,52,8360,CANADA,161,Shopify,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,2053,57084,"SOUTH AMERICA",28,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,43,7758,"SOUTH AMERICA",180,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,17008,1103704,EUROPE,65,Retail,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,58,8636,CANADA,149,Shopify,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,241,33131,ASIA,137,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,77250,2547864,ASIA,33,Retail,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,4,577,EUROPE,144,Shopify,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,626,102674,ASIA,164,Shopify,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,4609,149138,EUROPE,32,Retail,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,30233,822356,CANADA,27,Retail,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,594,109946,USA,185,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,125356,4242076,EUROPE,34,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,204,10552,"SOUTH AMERICA",52,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,50,7651,CANADA,153,Shopify,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,978,184592,ASIA,189,Shopify,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,41015,1672173,USA,41,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,1759,78511,EUROPE,45,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,75624,2849696,OCEANIA,38,Retail,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,598,26683,"SOUTH AMERICA",45,Retail,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,187127,8738789,ASIA,47,Retail,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,154,26824,USA,174,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,14745,608274,CANADA,41,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,16,3499,"SOUTH AMERICA",219,Shopify,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,117,21378,USA,183,Shopify,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,371,71114,CANADA,192,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,320215,18917331,AFRICA,59,Retail,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,512,27001,"SOUTH AMERICA",53,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,941,186687,"SOUTH AMERICA",198,Shopify,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,2579,495391,OCEANIA,192,Shopify,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,992,198274,USA,200,Shopify,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,141,23955,AFRICA,170,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,2215,362831,ASIA,164,Shopify,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,852,180084,USA,211,Shopify,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,400,73791,CANADA,184,Shopify,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,457,70410,OCEANIA,154,Shopify,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,101,17804,USA,176,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,4909,886397,OCEANIA,181,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,113156,7339088,USA,65,Retail,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,1508,293192,ASIA,194,Shopify,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,392,14113,"SOUTH AMERICA",36,Retail,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,97,18254,AFRICA,188,Shopify,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,66,11552,CANADA,175,Shopify,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,223922,12842306,AFRICA,57,Retail,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,62317,2056991,ASIA,33,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,149,36666,EUROPE,246,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,444465,11898455,CANADA,27,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,80234,3812138,ASIA,48,Retail,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,52468,2995554,CANADA,57,Retail,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,115,20224,USA,176,Shopify,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,14312,680840,EUROPE,48,Retail,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,279037,15158401,OCEANIA,54,Retail,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,50333,2203439,CANADA,44,Retail,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,113,31522,EUROPE,279,Shopify,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,230,9473,"SOUTH AMERICA",41,Retail,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,926,181791,ASIA,196,Shopify,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,272,45843,OCEANIA,169,Shopify,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,1307,257011,AFRICA,197,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,382531,15290107,"SOUTH AMERICA",40,Retail,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,121929,5052582,OCEANIA,41,Retail,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,33874,2126186,USA,63,Retail,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,168,26513,ASIA,158,Shopify,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,635,21468,"SOUTH AMERICA",34,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,44869,1360266,ASIA,30,Retail,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,18,4671,"SOUTH AMERICA",260,Shopify,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,179,31719,AFRICA,177,Shopify,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,21692,1228824,CANADA,57,Retail,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,109,16287,USA,149,Shopify,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,56,7479,CANADA,134,Shopify,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,25704,1044691,USA,41,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,341,64697,OCEANIA,190,Shopify,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,340,12781,"SOUTH AMERICA",38,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,115395,6080231,OCEANIA,53,Retail,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,26184,938392,CANADA,36,Retail,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,901,193426,USA,215,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,8,2589,EUROPE,324,Shopify,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,2551,527867,AFRICA,207,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,43,8045,CANADA,187,Shopify,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,70239,1947375,ASIA,28,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,417,16995,"SOUTH AMERICA",41,Retail,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,25225,1029085,USA,41,Retail,Monday,25
25/6/18,2018-06-25,F2,25,6,18,"Middle Aged",Families,12995,865735,EUROPE,67,Retail,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,1055,189722,ASIA,180,Shopify,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,2430,490531,OCEANIA,202,Shopify,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,194,31208,AFRICA,161,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,1319,255432,USA,194,Shopify,Monday,25
25/6/18,2018-06-25,C1,25,6,18,"Young Adults",Couples,47126,2144210,USA,46,Retail,Monday,25
25/6/18,2018-06-25,F3,25,6,18,Retirees,Families,100229,3565999,OCEANIA,36,Retail,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,399,76181,CANADA,191,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,21050,1109831,CANADA,53,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,19964,880686,USA,44,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,11308,387252,CANADA,34,Retail,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,103,19202,USA,186,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,3359,148551,EUROPE,44,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,2339,427332,AFRICA,183,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,9,1512,"SOUTH AMERICA",168,Shopify,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,56837,2008147,ASIA,35,Retail,Monday,25
25/6/18,2018-06-25,null,25,6,18,Unknown,Unknown,106,24546,USA,232,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,29962,1710862,USA,57,Retail,Monday,25
25/6/18,2018-06-25,C2,25,6,18,"Middle Aged",Couples,55,8792,CANADA,160,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,24,4334,USA,181,Shopify,Monday,25
25/6/18,2018-06-25,C4,25,6,18,Retirees,Couples,4685,270323,EUROPE,58,Retail,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,940,46239,"SOUTH AMERICA",49,Retail,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,803,32404,"SOUTH AMERICA",40,Retail,Monday,25
25/6/18,2018-06-25,C3,25,6,18,Retirees,Couples,1504,305064,AFRICA,203,Shopify,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,7237,273410,CANADA,38,Retail,Monday,25
25/6/18,2018-06-25,F1,25,6,18,"Young Adults",Families,26,6105,"SOUTH AMERICA",235,Shopify,Monday,25
